Code;Nom_commune;Code_postal;Zonage dentistes
38072;CHANAS;38150;3_intermediaire
38073;CHANTEPERIER;38740;1_Tres_sous_dotee
38073;CHANTEPERIER;38740;1_Tres_sous_dotee
38074;CHANTESSE;38470;1_Tres_sous_dotee
38075;CHAPAREILLAN;38530;3_intermediaire
38076;LA CHAPELLE DE LA TOUR;38110;1_Tres_sous_dotee
38077;LA CHAPELLE DE SURIEU;38150;2_Sous_dotee
38078;LA CHAPELLE DU BARD;38580;1_Tres_sous_dotee
38080;CHARANCIEU;38490;1_Tres_sous_dotee
38081;CHARANTONNAY;38790;1_Tres_sous_dotee
38082;CHARAVINES;38850;1_Tres_sous_dotee
38083;CHARETTE;38390;1_Tres_sous_dotee
38084;CHARNECLES;38140;3_intermediaire
38085;CHARVIEU CHAVAGNEUX;38230;1_Tres_sous_dotee
38085;CHARVIEU CHAVAGNEUX;38230;1_Tres_sous_dotee
38086;CHASSELAY;38470;1_Tres_sous_dotee
38087;CHASSE SUR RHONE;38670;3_intermediaire
38089;CHASSIGNIEU;38730;1_Tres_sous_dotee
38090;CHATEAU BERNARD;38650;1_Tres_sous_dotee
38091;CHATEAUVILAIN;38300;2_Sous_dotee
38092;CHATELUS;38680;1_Tres_sous_dotee
38093;CHATENAY;38980;1_Tres_sous_dotee
38094;CHATONNAY;38440;1_Tres_sous_dotee
38095;CHATTE;38160;1_Tres_sous_dotee
38097;CHAVANOZ;38230;1_Tres_sous_dotee
38098;CHELIEU;38730;1_Tres_sous_dotee
38099;CHEVRIERES;38160;1_Tres_sous_dotee
38100;LE CHEYLAS;38570;1_Tres_sous_dotee
38101;CHEYSSIEU;38550;2_Sous_dotee
38102;CHEZENEUVE;38300;3_intermediaire
38103;CHICHILIANNE;38930;1_Tres_sous_dotee
38104;CHIMILIN;38490;1_Tres_sous_dotee
38105;CHIRENS;38850;3_intermediaire
38106;CHOLONGE;38220;1_Tres_sous_dotee
38107;CHONAS L AMBALLAN;38121;3_intermediaire
38108;CHORANCHE;38680;1_Tres_sous_dotee
38109;CHOZEAU;38460;1_Tres_sous_dotee
38110;CHUZELLES;38200;3_intermediaire
38111;CLAIX;38640;3_intermediaire
38112;CLAVANS EN HAUT OISANS;38142;1_Tres_sous_dotee
38113;CLELLES;38930;1_Tres_sous_dotee
38114;CLONAS SUR VAREZE;38550;2_Sous_dotee
38115;ST MARTIN DE LA CLUZE;38650;1_Tres_sous_dotee
38116;COGNET;38350;1_Tres_sous_dotee
38117;COGNIN LES GORGES;38470;1_Tres_sous_dotee
38118;COLOMBE;38690;1_Tres_sous_dotee
38120;LA COMBE DE LANCEY;38190;1_Tres_sous_dotee
38124;CORBELIN;38630;1_Tres_sous_dotee
38126;CORENC;38700;4_Tres_dotee
38127;CORNILLON EN TRIEVES;38710;1_Tres_sous_dotee
38128;CORPS;38970;1_Tres_sous_dotee
38129;CORRENCON EN VERCORS;38250;2_Sous_dotee
38130;LA COTE ST ANDRE;38260;1_Tres_sous_dotee
38131;LES COTES D AREY;38138;3_intermediaire
38132;LES COTES DE CORPS;38970;1_Tres_sous_dotee
38133;COUBLEVIE;38500;3_intermediaire
38134;COUR ET BUIS;38122;1_Tres_sous_dotee
38135;COURTENAY;38510;1_Tres_sous_dotee
38136;CRACHIER;38300;2_Sous_dotee
38137;CRAS;38210;1_Tres_sous_dotee
38138;CREMIEU;38460;1_Tres_sous_dotee
38139;CREYS MEPIEU;38510;1_Tres_sous_dotee
38139;CREYS MEPIEU;38510;1_Tres_sous_dotee
38139;CREYS MEPIEU;38510;1_Tres_sous_dotee
38140;CROLLES;38920;3_intermediaire
38141;CULIN;38300;2_Sous_dotee
38144;DIEMOZ;38790;1_Tres_sous_dotee
38146;DIZIMIEU;38460;1_Tres_sous_dotee
38147;DOISSIN;38730;1_Tres_sous_dotee
38148;DOLOMIEU;38110;1_Tres_sous_dotee
38149;DOMARIN;38300;2_Sous_dotee
38150;DOMENE;38420;1_Tres_sous_dotee
38151;ECHIROLLES;38130;3_intermediaire
38152;ECLOSE BADINIERES;38300;2_Sous_dotee
38152;ECLOSE BADINIERES;38300;2_Sous_dotee
38153;ENGINS;38360;2_Sous_dotee
38154;ENTRAIGUES;38740;1_Tres_sous_dotee
38155;ENTRE DEUX GUIERS;38380;1_Tres_sous_dotee
38156;LES EPARRES;38300;2_Sous_dotee
38157;ESTRABLIN;38780;1_Tres_sous_dotee
38158;EYBENS;38320;3_intermediaire
38159;EYDOCHE;38690;1_Tres_sous_dotee
38160;EYZIN PINET;38780;1_Tres_sous_dotee
38161;FARAMANS;38260;1_Tres_sous_dotee
38162;FAVERGES DE LA TOUR;38110;1_Tres_sous_dotee
38163;LE HAUT BREDA;38580;1_Tres_sous_dotee
38163;LE HAUT BREDA;38580;1_Tres_sous_dotee
38163;LE HAUT BREDA;38580;1_Tres_sous_dotee
38166;LA FLACHERE;38530;1_Tres_sous_dotee
38167;FLACHERES;38690;1_Tres_sous_dotee
38169;FONTAINE;38600;1_Tres_sous_dotee
38170;FONTANIL CORNILLON;38120;3_intermediaire
38171;LA FORTERESSE;38590;1_Tres_sous_dotee
38172;FOUR;38080;3_intermediaire
38173;LE FRENEY D OISANS;38142;1_Tres_sous_dotee
38174;LA FRETTE;38260;1_Tres_sous_dotee
38175;FROGES;38190;3_intermediaire
38176;FRONTONAS;38290;1_Tres_sous_dotee
38176;FRONTONAS;38290;1_Tres_sous_dotee
38177;LA GARDE;38520;1_Tres_sous_dotee
38179;GIERES;38610;4_Tres_dotee
38180;GILLONNAY;38260;1_Tres_sous_dotee
38181;GONCELIN;38570;1_Tres_sous_dotee
38182;LE GRAND LEMPS;38690;1_Tres_sous_dotee
38183;GRANIEU;38490;1_Tres_sous_dotee
38184;GRENAY;38540;1_Tres_sous_dotee
38185;GRENOBLE;38000;3_intermediaire
38185;GRENOBLE;38100;3_intermediaire
38186;GRESSE EN VERCORS;38650;1_Tres_sous_dotee
38187;LE GUA;38450;1_Tres_sous_dotee
38188;HERBEYS;38320;1_Tres_sous_dotee
38189;HEYRIEUX;38540;1_Tres_sous_dotee
38190;HIERES SUR AMBY;38118;1_Tres_sous_dotee
38191;HUEZ;38750;1_Tres_sous_dotee
38191;HUEZ;38750;1_Tres_sous_dotee
38192;HURTIERES;38570;3_intermediaire
38193;L ISLE D ABEAU;38080;3_intermediaire
38194;IZEAUX;38140;1_Tres_sous_dotee
38195;IZERON;38160;1_Tres_sous_dotee
38197;JANNEYRIAS;38280;1_Tres_sous_dotee
38198;JARCIEU;38270;3_intermediaire
38199;JARDIN;38200;3_intermediaire
38200;JARRIE;38560;3_intermediaire
38203;LAFFREY;38220;1_Tres_sous_dotee
38204;LALLEY;38930;1_Tres_sous_dotee
38205;LANS EN VERCORS;38250;2_Sous_dotee
38206;LAVAL EN BELLEDONNE;38190;1_Tres_sous_dotee
38207;LAVALDENS;38350;1_Tres_sous_dotee
38208;LAVARS;38710;1_Tres_sous_dotee
38209;LENTIOL;38270;1_Tres_sous_dotee
38210;LEYRIEU;38460;1_Tres_sous_dotee
38211;LIEUDIEU;38440;1_Tres_sous_dotee
38212;LIVET ET GAVET;38220;1_Tres_sous_dotee
38212;LIVET ET GAVET;38220;1_Tres_sous_dotee
38212;LIVET ET GAVET;38220;1_Tres_sous_dotee
38212;LIVET ET GAVET;38220;1_Tres_sous_dotee
38213;LONGECHENAL;38690;1_Tres_sous_dotee
38214;LUMBIN;38660;1_Tres_sous_dotee
38215;LUZINAY;38200;1_Tres_sous_dotee
38216;MALLEVAL EN VERCORS;38470;1_Tres_sous_dotee
38217;MARCIEU;38350;1_Tres_sous_dotee
38218;MARCILLOLES;38260;1_Tres_sous_dotee
38219;MARCOLLIN;38270;1_Tres_sous_dotee
38221;MARNANS;38980;1_Tres_sous_dotee
38222;MASSIEU;38620;1_Tres_sous_dotee
38223;MAUBEC;38300;2_Sous_dotee
38224;MAYRES SAVEL;38350;1_Tres_sous_dotee
38225;AUTRANS MEAUDRE EN VERCORS;38112;2_Sous_dotee
38225;AUTRANS MEAUDRE EN VERCORS;38880;2_Sous_dotee
38226;MENS;38710;1_Tres_sous_dotee
38226;MENS;38710;1_Tres_sous_dotee
38228;MERLAS;38620;1_Tres_sous_dotee
38229;MEYLAN;38240;5b_Non_prioritaire
38230;MEYRIE;38300;2_Sous_dotee
38231;MEYRIEU LES ETANGS;38440;1_Tres_sous_dotee
38232;MEYSSIEZ;38440;1_Tres_sous_dotee
38235;MIRIBEL LANCHATRE;38450;1_Tres_sous_dotee
38236;MIRIBEL LES ECHELLES;38380;1_Tres_sous_dotee
38237;MIZOEN;38142;1_Tres_sous_dotee
38238;MOIDIEU DETOURBE;38440;1_Tres_sous_dotee
38239;MOIRANS;38430;3_intermediaire
38240;MOISSIEU SUR DOLON;38270;1_Tres_sous_dotee
38241;MONESTIER D AMBEL;38970;1_Tres_sous_dotee
38242;MONESTIER DE CLERMONT;38650;1_Tres_sous_dotee
38243;MONESTIER DU PERCY;38930;1_Tres_sous_dotee
38244;MONSTEROUX MILIEU;38122;3_intermediaire
38245;MONTAGNE;38160;1_Tres_sous_dotee
38246;MONTAGNIEU;38110;1_Tres_sous_dotee
38247;MONTALIEU VERCIEU;38390;1_Tres_sous_dotee
38248;MONTAUD;38210;3_intermediaire
38249;MONTBONNOT ST MARTIN;38330;1_Tres_sous_dotee
38250;MONTCARRA;38890;1_Tres_sous_dotee
38252;MONTCHABOUD;38220;1_Tres_sous_dotee
38253;LES DEUX ALPES;38520;1_Tres_sous_dotee
38253;LES DEUX ALPES;38860;1_Tres_sous_dotee
38253;LES DEUX ALPES;38860;1_Tres_sous_dotee
38253;LES DEUX ALPES;38860;1_Tres_sous_dotee
38253;LES DEUX ALPES;38860;1_Tres_sous_dotee
38254;MONTEYNARD;38770;1_Tres_sous_dotee
38255;MONTFALCON;38940;1_Tres_sous_dotee
38256;MONTFERRAT;38620;1_Tres_sous_dotee
38257;MONTREVEL;38690;1_Tres_sous_dotee
38258;MONT ST MARTIN;38120;3_intermediaire
38259;MONTSEVEROUX;38122;1_Tres_sous_dotee
38260;MORAS;38460;1_Tres_sous_dotee
38261;MORESTEL;38510;1_Tres_sous_dotee
38263;MORETTE;38210;1_Tres_sous_dotee
38264;LA MORTE;38350;1_Tres_sous_dotee
38265;LA MOTTE D AVEILLANS;38770;1_Tres_sous_dotee
38266;LA MOTTE ST MARTIN;38770;1_Tres_sous_dotee
38267;MOTTIER;38260;1_Tres_sous_dotee
38268;LE MOUTARET;38580;1_Tres_sous_dotee
38269;LA MURE;38350;1_Tres_sous_dotee
38270;LA MURETTE;38140;3_intermediaire
38271;MURIANETTE;38420;1_Tres_sous_dotee
38272;MURINAIS;38160;1_Tres_sous_dotee
38273;NANTES EN RATIER;38350;1_Tres_sous_dotee
38275;SERRE NERPOL;38470;1_Tres_sous_dotee
38276;NIVOLAS VERMELLE;38300;2_Sous_dotee
38277;NOTRE DAME DE COMMIERS;38450;1_Tres_sous_dotee
38278;NOTRE DAME DE L OSIER;38470;1_Tres_sous_dotee
38279;NOTRE DAME DE MESAGE;38220;1_Tres_sous_dotee
38280;NOTRE DAME DE VAULX;38144;1_Tres_sous_dotee
38281;NOYAREY;38360;2_Sous_dotee
38282;OPTEVOZ;38460;1_Tres_sous_dotee
38283;ORIS EN RATTIER;38350;1_Tres_sous_dotee
38284;ORNACIEUX BALBINS;38260;1_Tres_sous_dotee
38284;ORNACIEUX BALBINS;38260;1_Tres_sous_dotee
38285;ORNON;38520;1_Tres_sous_dotee
38286;OULLES;38520;1_Tres_sous_dotee
38287;OYEU;38690;1_Tres_sous_dotee
38288;OYTIER ST OBLAS;38780;1_Tres_sous_dotee
38289;OZ;38114;1_Tres_sous_dotee
38290;PACT;38270;1_Tres_sous_dotee
38291;PAJAY;38260;1_Tres_sous_dotee
38292;VILLAGES DU LAC DE PALADRU;38730;1_Tres_sous_dotee
38292;VILLAGES DU LAC DE PALADRU;38850;1_Tres_sous_dotee
38294;PANOSSAS;38460;1_Tres_sous_dotee
38295;PARMILIEU;38390;1_Tres_sous_dotee
38296;LE PASSAGE;38490;1_Tres_sous_dotee
38297;ARANDON PASSINS;38510;1_Tres_sous_dotee
38297;ARANDON PASSINS;38510;1_Tres_sous_dotee
38298;LE PEAGE DE ROUSSILLON;38550;1_Tres_sous_dotee
38299;PELLAFOL;38970;1_Tres_sous_dotee
38300;PENOL;38260;1_Tres_sous_dotee
38301;LE PERCY;38930;1_Tres_sous_dotee
38303;LA PIERRE;38570;3_intermediaire
38304;PIERRE CHATEL;38119;1_Tres_sous_dotee
38307;PISIEU;38270;1_Tres_sous_dotee
38308;PLAN;38590;1_Tres_sous_dotee
38309;POISAT;38320;3_intermediaire
38310;POLIENAS;38210;1_Tres_sous_dotee
38311;POMMIER DE BEAUREPAIRE;38260;1_Tres_sous_dotee
38313;PONSONNAS;38350;1_Tres_sous_dotee
38314;PONTCHARRA;38530;3_intermediaire
38315;LE PONT DE BEAUVOISIN;38480;1_Tres_sous_dotee
38316;PONT DE CHERUY;38230;1_Tres_sous_dotee
38317;LE PONT DE CLAIX;38800;3_intermediaire
38318;PONT EVEQUE;38780;1_Tres_sous_dotee
38319;PONT EN ROYANS;38680;1_Tres_sous_dotee
38320;PORCIEU AMBLAGNIEU;38390;1_Tres_sous_dotee
38321;PREBOIS;38710;1_Tres_sous_dotee
38322;PRESLES;38680;1_Tres_sous_dotee
38323;PRESSINS;38480;1_Tres_sous_dotee
38324;PRIMARETTE;38270;1_Tres_sous_dotee
38325;PROVEYSIEUX;38120;3_intermediaire
38326;PRUNIERES;38350;1_Tres_sous_dotee
38328;QUAIX EN CHARTREUSE;38950;3_intermediaire
38329;QUET EN BEAUMONT;38970;1_Tres_sous_dotee
38330;QUINCIEU;38470;1_Tres_sous_dotee
38331;REAUMONT;38140;3_intermediaire
38332;RENAGE;38140;3_intermediaire
38333;RENCUREL;38680;2_Sous_dotee
38334;REVEL;38420;1_Tres_sous_dotee
38335;REVEL TOURDAN;38270;1_Tres_sous_dotee
38336;REVENTIN VAUGRIS;38121;3_intermediaire
38337;RIVES;38140;3_intermediaire
38338;LA RIVIERE;38210;1_Tres_sous_dotee
38339;ROCHE;38090;1_Tres_sous_dotee
38339;ROCHE;38090;1_Tres_sous_dotee
38340;LES ROCHES DE CONDRIEU;38370;3_intermediaire
38341;ROCHETOIRIN;38110;1_Tres_sous_dotee
38342;ROISSARD;38650;1_Tres_sous_dotee
38343;ROMAGNIEU;38480;1_Tres_sous_dotee
38344;ROUSSILLON;38150;2_Sous_dotee
38345;ROVON;38470;1_Tres_sous_dotee
38346;ROYAS;38440;1_Tres_sous_dotee
38347;ROYBON;38940;1_Tres_sous_dotee
38348;RUY MONTCEAU;38300;2_Sous_dotee
38348;RUY MONTCEAU;38300;2_Sous_dotee
38349;SABLONS;38550;3_intermediaire
38350;STE AGNES;38190;1_Tres_sous_dotee
38351;ST AGNIN SUR BION;38300;2_Sous_dotee
38352;ST ALBAN DE ROCHE;38080;3_intermediaire
38353;ST ALBAN DU RHONE;38370;1_Tres_sous_dotee
38354;ST ALBIN DE VAULSERRE;38480;1_Tres_sous_dotee
38355;ST ANDEOL;38650;1_Tres_sous_dotee
38356;ST ANDRE EN ROYANS;38680;1_Tres_sous_dotee
38357;ST ANDRE LE GAZ;38490;1_Tres_sous_dotee
38358;STE ANNE SUR GERVONDE;38440;1_Tres_sous_dotee
38359;ST ANTOINE L ABBAYE;38160;1_Tres_sous_dotee
38359;ST ANTOINE L ABBAYE;38160;1_Tres_sous_dotee
38360;ST APPOLINARD;38160;1_Tres_sous_dotee
38361;ST AREY;38350;1_Tres_sous_dotee
38362;ST AUPRE;38960;3_intermediaire
38363;ST BARTHELEMY;38270;1_Tres_sous_dotee
38364;ST BARTHELEMY DE SECHILIENNE;38220;1_Tres_sous_dotee
38365;ST BAUDILLE DE LA TOUR;38118;1_Tres_sous_dotee
38366;ST BAUDILLE ET PIPET;38710;1_Tres_sous_dotee
38368;ST BLAISE DU BUIS;38140;3_intermediaire
38369;STE BLANDINE;38110;1_Tres_sous_dotee
38370;ST BONNET DE CHAVAGNE;38840;1_Tres_sous_dotee
38372;ST BUEIL;38620;1_Tres_sous_dotee
38373;ST CASSIEN;38500;3_intermediaire
38374;ST CHEF;38890;2_Sous_dotee
38375;ST CHRISTOPHE EN OISANS;38520;1_Tres_sous_dotee
38376;ST CHRISTOPHE SUR GUIERS;38380;1_Tres_sous_dotee
38377;ST CLAIR DE LA TOUR;38110;1_Tres_sous_dotee
38378;ST CLAIR DU RHONE;38370;3_intermediaire
38379;ST CLAIR SUR GALAURE;38940;1_Tres_sous_dotee
38380;ST DIDIER DE BIZONNES;38690;1_Tres_sous_dotee
38381;ST DIDIER DE LA TOUR;38110;1_Tres_sous_dotee
38382;ST EGREVE;38120;3_intermediaire
38383;ST ETIENNE DE CROSSEY;38960;3_intermediaire
38384;ST ETIENNE DE ST GEOIRS;38590;1_Tres_sous_dotee
38386;ST GEOIRE EN VALDAINE;38620;1_Tres_sous_dotee
38387;ST GEOIRS;38590;1_Tres_sous_dotee
38388;ST GEORGES DE COMMIERS;38450;1_Tres_sous_dotee
38389;ST GEORGES D ESPERANCHE;38790;1_Tres_sous_dotee
38389;ST GEORGES D ESPERANCHE;38790;1_Tres_sous_dotee
38390;ST GERVAIS;38470;1_Tres_sous_dotee
38391;ST GUILLAUME;38650;1_Tres_sous_dotee
38392;ST HILAIRE DE BRENS;38460;1_Tres_sous_dotee
38393;ST HILAIRE DE LA COTE;38260;1_Tres_sous_dotee
38394;ST HILAIRE DU ROSIER;38840;1_Tres_sous_dotee
38395;PLATEAU DES PETITES ROCHES;38660;1_Tres_sous_dotee
38395;PLATEAU DES PETITES ROCHES;38660;1_Tres_sous_dotee
38395;PLATEAU DES PETITES ROCHES;38660;1_Tres_sous_dotee
38396;ST HONORE;38350;1_Tres_sous_dotee
38397;ST ISMIER;38330;3_intermediaire
38398;ST JEAN D AVELANNE;38480;1_Tres_sous_dotee
38399;ST JEAN DE BOURNAY;38440;1_Tres_sous_dotee
38400;ST JEAN DE MOIRANS;38430;3_intermediaire
38401;ST JEAN DE SOUDAIN;38110;1_Tres_sous_dotee
38402;ST JEAN DE VAULX;38220;1_Tres_sous_dotee
38403;ST JEAN D HERANS;38710;1_Tres_sous_dotee
38404;ST JEAN LE VIEUX;38420;1_Tres_sous_dotee
38405;ST JOSEPH DE RIVIERE;38134;1_Tres_sous_dotee
38406;ST JULIEN DE L HERMS;38122;1_Tres_sous_dotee
38407;LA SURE EN CHARTREUSE;38134;3_intermediaire
38407;LA SURE EN CHARTREUSE;38340;3_intermediaire
38408;ST JUST CHALEYSSIN;38540;1_Tres_sous_dotee
38409;ST JUST DE CLAIX;38680;1_Tres_sous_dotee
38410;ST LATTIER;38840;3_intermediaire
38412;ST LAURENT DU PONT;38380;1_Tres_sous_dotee
38413;ST LAURENT EN BEAUMONT;38350;1_Tres_sous_dotee
38414;STE LUCE;38970;1_Tres_sous_dotee
38415;ST MARCEL BEL ACCUEIL;38080;3_intermediaire
38416;ST MARCELLIN;38160;1_Tres_sous_dotee
38417;STE MARIE D ALLOIX;38660;1_Tres_sous_dotee
38418;STE MARIE DU MONT;38660;1_Tres_sous_dotee
38419;ST MARTIN DE CLELLES;38930;1_Tres_sous_dotee
38420;ST MARTIN DE VAULSERRE;38480;1_Tres_sous_dotee
38421;ST MARTIN D HERES;38400;1_Tres_sous_dotee
38422;ST MARTIN D URIAGE;38410;1_Tres_sous_dotee
38423;ST MARTIN LE VINOUX;38950;4_Tres_dotee
38424;ST MAURICE EN TRIEVES;38930;1_Tres_sous_dotee
38425;ST MAURICE L EXIL;38550;1_Tres_sous_dotee
38426;ST MAXIMIN;38530;3_intermediaire
38427;ST MICHEL DE ST GEOIRS;38590;1_Tres_sous_dotee
38428;ST MICHEL EN BEAUMONT;38350;1_Tres_sous_dotee
38429;ST MICHEL LES PORTES;38650;1_Tres_sous_dotee
38430;ST MURY MONTEYMOND;38190;1_Tres_sous_dotee
38431;ST NAZAIRE LES EYMES;38330;3_intermediaire
38432;ST NICOLAS DE MACHERIN;38500;3_intermediaire
38433;ST NIZIER DU MOUCHEROTTE;38250;4_Tres_dotee
38434;ST ONDRAS;38490;1_Tres_sous_dotee
38436;ST PAUL DE VARCES;38760;1_Tres_sous_dotee
38437;ST PAUL D IZEAUX;38140;1_Tres_sous_dotee
38438;ST PAUL LES MONESTIER;38650;1_Tres_sous_dotee
38439;CRETS EN BELLEDONNE;38570;1_Tres_sous_dotee
38439;CRETS EN BELLEDONNE;38830;1_Tres_sous_dotee
38440;ST PIERRE DE BRESSIEUX;38870;1_Tres_sous_dotee
38442;ST PIERRE DE CHARTREUSE;38380;1_Tres_sous_dotee
38443;ST PIERRE DE CHERENNES;38160;1_Tres_sous_dotee
38444;ST PIERRE DE MEAROZ;38350;1_Tres_sous_dotee
38445;ST PIERRE DE MESAGE;38220;1_Tres_sous_dotee
38446;ST PIERRE D ENTREMONT;38380;1_Tres_sous_dotee
38448;ST PRIM;38370;3_intermediaire
38449;ST QUENTIN FALLAVIER;38070;1_Tres_sous_dotee
38449;ST QUENTIN FALLAVIER;38070;1_Tres_sous_dotee
38450;ST QUENTIN SUR ISERE;38210;1_Tres_sous_dotee
38451;ST ROMAIN DE JALIONAS;38460;1_Tres_sous_dotee
38452;ST ROMAIN DE SURIEU;38150;2_Sous_dotee
38453;ST ROMANS;38160;1_Tres_sous_dotee
38454;ST SAUVEUR;38160;1_Tres_sous_dotee
38455;ST SAVIN;38300;2_Sous_dotee
38456;CHATEL EN TRIEVES;38710;1_Tres_sous_dotee
38456;CHATEL EN TRIEVES;38710;1_Tres_sous_dotee
38457;ST SIMEON DE BRESSIEUX;38870;1_Tres_sous_dotee
38458;ST SORLIN DE MORESTEL;38510;1_Tres_sous_dotee
38459;ST SORLIN DE VIENNE;38200;3_intermediaire
38460;ST SULPICE DES RIVOIRES;38620;1_Tres_sous_dotee
38462;ST THEOFFREY;38119;1_Tres_sous_dotee
38463;ST VERAND;38160;1_Tres_sous_dotee
38464;ST VICTOR DE CESSIEU;38110;1_Tres_sous_dotee
38465;ST VICTOR DE MORESTEL;38510;1_Tres_sous_dotee
38466;ST VINCENT DE MERCUZE;38660;1_Tres_sous_dotee
38467;SALAGNON;38890;1_Tres_sous_dotee
38468;SALAISE SUR SANNE;38150;1_Tres_sous_dotee
38469;LA SALETTE FALLAVAUX;38970;1_Tres_sous_dotee
38470;LA SALLE EN BEAUMONT;38350;1_Tres_sous_dotee
38471;LE SAPPEY EN CHARTREUSE;38700;3_intermediaire
38472;SARCENAS;38700;3_intermediaire
38473;SARDIEU;38260;1_Tres_sous_dotee
38474;SASSENAGE;38360;2_Sous_dotee
38475;SATOLAS ET BONCE;38290;1_Tres_sous_dotee
38475;SATOLAS ET BONCE;38290;1_Tres_sous_dotee
38475;SATOLAS ET BONCE;38290;1_Tres_sous_dotee
38475;SATOLAS ET BONCE;38290;1_Tres_sous_dotee
38475;SATOLAS ET BONCE;38290;1_Tres_sous_dotee
38476;SAVAS MEPIN;38440;1_Tres_sous_dotee
38478;SECHILIENNE;38220;1_Tres_sous_dotee
38479;PORTE DES BONNEVAUX;38260;1_Tres_sous_dotee
38479;PORTE DES BONNEVAUX;38260;1_Tres_sous_dotee
38479;PORTE DES BONNEVAUX;38260;1_Tres_sous_dotee
38479;PORTE DES BONNEVAUX;38260;1_Tres_sous_dotee
38480;SEPTEME;38780;1_Tres_sous_dotee
38480;SEPTEME;38780;1_Tres_sous_dotee
38480;SEPTEME;38780;1_Tres_sous_dotee
38481;SEREZIN DE LA TOUR;38300;2_Sous_dotee
38483;SERMERIEU;38510;1_Tres_sous_dotee
38484;SERPAIZE;38200;1_Tres_sous_dotee
38485;SEYSSINET PARISET;38170;4_Tres_dotee
38486;SEYSSINS;38180;3_intermediaire
38487;SEYSSUEL;38200;3_intermediaire
38488;SICCIEU ST JULIEN ET CARISIEU;38460;1_Tres_sous_dotee
38489;SIEVOZ;38350;1_Tres_sous_dotee
38490;SILLANS;38590;1_Tres_sous_dotee
38492;SINARD;38650;1_Tres_sous_dotee
38494;SOLEYMIEU;38460;1_Tres_sous_dotee
38495;LA SONE;38840;1_Tres_sous_dotee
38496;SONNAY;38150;2_Sous_dotee
38497;SOUSVILLE;38350;1_Tres_sous_dotee
38498;SUCCIEU;38300;2_Sous_dotee
38499;SUSVILLE;38350;1_Tres_sous_dotee
38500;TECHE;38470;1_Tres_sous_dotee
38501;TENCIN;38570;1_Tres_sous_dotee
38503;LA TERRASSE;38660;1_Tres_sous_dotee
38504;THEYS;38570;1_Tres_sous_dotee
38505;THODURE;38260;1_Tres_sous_dotee
38507;TIGNIEU JAMEYZIEU;38230;1_Tres_sous_dotee
38507;TIGNIEU JAMEYZIEU;38230;1_Tres_sous_dotee
38508;TORCHEFELON;38690;1_Tres_sous_dotee
38509;LA TOUR DU PIN;38110;1_Tres_sous_dotee
38511;LE TOUVET;38660;1_Tres_sous_dotee
38512;TRAMOLE;38300;2_Sous_dotee
38513;TREFFORT;38650;1_Tres_sous_dotee
38514;TREMINIS;38710;1_Tres_sous_dotee
38515;TREPT;38460;1_Tres_sous_dotee
38516;LA TRONCHE;38700;4_Tres_dotee
38517;TULLINS;38210;1_Tres_sous_dotee
38517;TULLINS;38210;1_Tres_sous_dotee
38518;VALBONNAIS;38740;1_Tres_sous_dotee
38519;VALENCIN;38540;1_Tres_sous_dotee
38520;VALENCOGNE;38730;1_Tres_sous_dotee
38521;LA VALETTE;38350;1_Tres_sous_dotee
38522;VALJOUFFREY;38740;1_Tres_sous_dotee
38523;VARACIEUX;38470;1_Tres_sous_dotee
38524;VARCES ALLIERES ET RISSET;38760;1_Tres_sous_dotee
38525;VASSELIN;38890;1_Tres_sous_dotee
38526;VATILIEU;38470;1_Tres_sous_dotee
38527;VAUJANY;38114;1_Tres_sous_dotee
38528;VAULNAVEYS LE BAS;38410;1_Tres_sous_dotee
38529;VAULNAVEYS LE HAUT;38410;1_Tres_sous_dotee
38529;VAULNAVEYS LE HAUT;38410;1_Tres_sous_dotee
38530;VAULX MILIEU;38090;1_Tres_sous_dotee
38531;VELANNE;38620;1_Tres_sous_dotee
38532;VENERIEU;38460;3_intermediaire
38533;VENON;38610;4_Tres_dotee
38535;VERNAS;38460;1_Tres_sous_dotee
38536;VERNIOZ;38150;2_Sous_dotee
38537;LA VERPILLIERE;38290;1_Tres_sous_dotee
38538;LE VERSOUD;38420;1_Tres_sous_dotee
38539;VERTRIEU;38390;3_intermediaire
38540;VEUREY VOROIZE;38113;3_intermediaire
38542;VEYSSILIEU;38460;1_Tres_sous_dotee
38543;VEZERONCE CURTIN;38510;1_Tres_sous_dotee
38543;VEZERONCE CURTIN;38510;1_Tres_sous_dotee
38544;VIENNE;38200;3_intermediaire
38545;VIF;38450;1_Tres_sous_dotee
38546;VIGNIEU;38890;1_Tres_sous_dotee
38547;VILLARD BONNOT;38190;3_intermediaire
38547;VILLARD BONNOT;38190;3_intermediaire
38547;VILLARD BONNOT;38190;3_intermediaire
38548;VILLARD DE LANS;38250;2_Sous_dotee
38549;VILLARD NOTRE DAME;38520;1_Tres_sous_dotee
38550;VILLARD RECULAS;38114;1_Tres_sous_dotee
38551;VILLARD REYMOND;38520;1_Tres_sous_dotee
38552;VILLARD ST CHRISTOPHE;38119;1_Tres_sous_dotee
38553;VILLEFONTAINE;38090;1_Tres_sous_dotee
38554;VILLEMOIRIEU;38460;1_Tres_sous_dotee
38555;VILLENEUVE DE MARC;38440;1_Tres_sous_dotee
38556;VILLE SOUS ANJOU;38150;2_Sous_dotee
38557;VILLETTE D ANTHON;38280;1_Tres_sous_dotee
