Code;Nom_commune;Code_postal;Zonage dentistes
26324;ST PAUL TROIS CHATEAUX;26130;3_intermediaire
26325;ST RAMBERT D ALBON;26140;3_intermediaire
26326;ST RESTITUT;26130;3_intermediaire
26327;ST ROMAN;26410;3_intermediaire
26328;ST SAUVEUR EN DIOIS;26340;1_Tres_sous_dotee
26329;ST SAUVEUR GOUVERNET;26110;1_Tres_sous_dotee
26330;ST SORLIN EN VALLOIRE;26210;3_intermediaire
26331;ST THOMAS EN ROYANS;26190;1_Tres_sous_dotee
26332;ST UZE;26240;1_Tres_sous_dotee
26333;ST VALLIER;26240;1_Tres_sous_dotee
26334;SALETTES;26160;3_intermediaire
26335;SALLES SOUS BOIS;26770;1_Tres_sous_dotee
26336;SAOU;26400;1_Tres_sous_dotee
26337;SAULCE SUR RHONE;26270;2_Sous_dotee
26337;SAULCE SUR RHONE;26270;2_Sous_dotee
26338;SAUZET;26740;3_intermediaire
26339;SAVASSE;26740;3_intermediaire
26339;SAVASSE;26740;3_intermediaire
26340;SEDERON;26560;1_Tres_sous_dotee
26341;SERVES SUR RHONE;26600;1_Tres_sous_dotee
26342;SOLERIEUX;26130;3_intermediaire
26343;SOUSPIERRE;26160;3_intermediaire
26344;SOYANS;26400;1_Tres_sous_dotee
26345;SUZE LA ROUSSE;26790;1_Tres_sous_dotee
26346;SUZE;26400;1_Tres_sous_dotee
26347;TAIN L HERMITAGE;26600;1_Tres_sous_dotee
26348;TAULIGNAN;26770;1_Tres_sous_dotee
26349;TERSANNE;26390;3_intermediaire
26350;TEYSSIERES;26220;1_Tres_sous_dotee
26351;LES TONILS;26460;1_Tres_sous_dotee
26352;LA TOUCHE;26160;3_intermediaire
26353;LES TOURRETTES;26740;3_intermediaire
26355;TRIORS;26750;3_intermediaire
26356;TRUINAS;26460;1_Tres_sous_dotee
26357;TULETTE;26790;1_Tres_sous_dotee
26358;UPIE;26120;3_intermediaire
26359;VACHERES EN QUINT;26150;3_intermediaire
26360;VALAURIE;26230;3_intermediaire
26361;VALDROME;26310;1_Tres_sous_dotee
26362;VALENCE;26000;3_intermediaire
26363;VALOUSE;26110;1_Tres_sous_dotee
26364;VASSIEUX EN VERCORS;26420;3_intermediaire
26365;VAUNAVEYS LA ROCHETTE;26400;1_Tres_sous_dotee
26365;VAUNAVEYS LA ROCHETTE;26400;1_Tres_sous_dotee
26367;VENTEROL;26110;1_Tres_sous_dotee
26368;VERCHENY;26340;3_intermediaire
26369;VERCLAUSE;26510;1_Tres_sous_dotee
26370;VERCOIRAN;26170;1_Tres_sous_dotee
26372;VERS SUR MEOUGE;26560;1_Tres_sous_dotee
26373;VESC;26220;1_Tres_sous_dotee
26374;VILLEBOIS LES PINS;05700;1_Tres_sous_dotee
26375;VILLEFRANCHE LE CHATEAU;26560;1_Tres_sous_dotee
26376;VILLEPERDRIX;26510;1_Tres_sous_dotee
26377;VINSOBRES;26110;1_Tres_sous_dotee
26378;VOLVENT;26470;3_intermediaire
26379;GRANGES LES BEAUMONT;26600;3_intermediaire
26380;GERVANS;26600;1_Tres_sous_dotee
26381;JAILLANS;26300;3_intermediaire
26382;ST VINCENT LA COMMANDERIE;26300;3_intermediaire
27001;ACLOU;27800;1_Tres_sous_dotee
27002;ACON;27570;2_Sous_dotee
27003;ACQUIGNY;27400;1_Tres_sous_dotee
27003;ACQUIGNY;27400;1_Tres_sous_dotee
27004;AIGLEVILLE;27120;1_Tres_sous_dotee
27005;AILLY;27600;1_Tres_sous_dotee
27006;AIZIER;27500;1_Tres_sous_dotee
27008;ALIZAY;27460;3_intermediaire
27009;AMBENAY;27250;1_Tres_sous_dotee
27010;AMECOURT;27140;1_Tres_sous_dotee
27011;AMFREVILLE ST AMAND;27370;1_Tres_sous_dotee
27011;AMFREVILLE ST AMAND;27370;1_Tres_sous_dotee
27012;AMFREVILLE LES CHAMPS;27380;1_Tres_sous_dotee
27013;AMFREVILLE SOUS LES MONTS;27380;1_Tres_sous_dotee
27014;AMFREVILLE SUR ITON;27400;1_Tres_sous_dotee
27015;ANDE;27430;1_Tres_sous_dotee
27016;LES ANDELYS;27700;1_Tres_sous_dotee
27017;ANGERVILLE LA CAMPAGNE;27930;3_intermediaire
27018;APPEVILLE ANNEBAULT;27290;1_Tres_sous_dotee
27019;ARMENTIERES SUR AVRE;27820;1_Tres_sous_dotee
27020;ARNIERES SUR ITON;27180;3_intermediaire
27021;ASNIERES;27260;1_Tres_sous_dotee
27022;LE VAL D HAZEY;27600;1_Tres_sous_dotee
27022;LE VAL D HAZEY;27600;1_Tres_sous_dotee
27022;LE VAL D HAZEY;27940;1_Tres_sous_dotee
27023;AULNAY SUR ITON;27180;1_Tres_sous_dotee
27025;AUTHEUIL AUTHOUILLET;27490;1_Tres_sous_dotee
27025;AUTHEUIL AUTHOUILLET;27490;1_Tres_sous_dotee
27026;AUTHEVERNES;27420;1_Tres_sous_dotee
27027;LES AUTHIEUX;27220;1_Tres_sous_dotee
27028;AUTHOU;27290;1_Tres_sous_dotee
27031;AVIRON;27930;3_intermediaire
27032;CHAMBOIS;27240;3_intermediaire
27032;CHAMBOIS;27240;3_intermediaire
27032;CHAMBOIS;27240;3_intermediaire
27033;BACQUEPUIS;27930;3_intermediaire
27034;BACQUEVILLE;27440;1_Tres_sous_dotee
27035;BAILLEUL LA VALLEE;27260;1_Tres_sous_dotee
27036;BALINES;27130;1_Tres_sous_dotee
27037;BARC;27170;1_Tres_sous_dotee
27038;LES BARILS;27130;1_Tres_sous_dotee
27039;BARNEVILLE SUR SEINE;27310;1_Tres_sous_dotee
27040;BARQUET;27170;1_Tres_sous_dotee
27042;BARVILLE;27230;1_Tres_sous_dotee
27043;LES BAUX DE BRETEUIL;27160;1_Tres_sous_dotee
27044;LES BAUX STE CROIX;27180;3_intermediaire
27045;BAZINCOURT SUR EPTE;27140;1_Tres_sous_dotee
27046;BAZOQUES;27230;1_Tres_sous_dotee
27047;BEAUBRAY;27190;1_Tres_sous_dotee
27048;BEAUFICEL EN LYONS;27480;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27270;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27330;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27330;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27330;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27330;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27330;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27330;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27049;MESNIL EN OUCHE;27410;1_Tres_sous_dotee
27050;BEAUMONTEL;27170;1_Tres_sous_dotee
27051;BEAUMONT LE ROGER;27170;1_Tres_sous_dotee
27052;LE BEC HELLOUIN;27800;1_Tres_sous_dotee
27053;LE BEC THOMAS;27370;1_Tres_sous_dotee
27054;BEMECOURT;27160;1_Tres_sous_dotee
27055;BERENGEVILLE LA CAMPAGNE;27110;1_Tres_sous_dotee
27056;BERNAY;27300;1_Tres_sous_dotee
27057;BERNIENVILLE;27180;1_Tres_sous_dotee
27059;BERNOUVILLE;27660;1_Tres_sous_dotee
27061;BERTHOUVILLE;27800;1_Tres_sous_dotee
27062;LES MONTS DU ROUMOIS;27370;1_Tres_sous_dotee
27062;LES MONTS DU ROUMOIS;27520;1_Tres_sous_dotee
27062;LES MONTS DU ROUMOIS;27520;1_Tres_sous_dotee
27063;BERVILLE LA CAMPAGNE;27170;1_Tres_sous_dotee
27064;BERVILLE SUR MER;27210;1_Tres_sous_dotee
27065;BEUZEVILLE;27210;1_Tres_sous_dotee
27066;BEZU LA FORET;27480;1_Tres_sous_dotee
27067;BEZU ST ELOI;27660;1_Tres_sous_dotee
27068;BOIS ANZERAY;27330;1_Tres_sous_dotee
27069;BOIS ARNAULT;27250;1_Tres_sous_dotee
27070;FRENELLES EN VEXIN;27150;1_Tres_sous_dotee
27070;FRENELLES EN VEXIN;27700;1_Tres_sous_dotee
27070;FRENELLES EN VEXIN;27700;1_Tres_sous_dotee
27071;LE BOIS HELLAIN;27260;1_Tres_sous_dotee
27072;BOIS JEROME ST OUEN;27620;1_Tres_sous_dotee
27073;BOIS LE ROI;27220;1_Tres_sous_dotee
27074;BOISNEY;27800;1_Tres_sous_dotee
27075;BOIS NORMAND PRES LYRE;27330;1_Tres_sous_dotee
27076;BOISSET LES PREVANCHES;27120;1_Tres_sous_dotee
27077;BOISSEY LE CHATEL;27520;1_Tres_sous_dotee
27078;LA BOISSIERE;27220;1_Tres_sous_dotee
27079;BOISSY LAMBERVILLE;27300;1_Tres_sous_dotee
27081;BONCOURT;27120;1_Tres_sous_dotee
27082;LA BONNEVILLE SUR ITON;27190;1_Tres_sous_dotee
27083;BONNEVILLE APTOT;27290;1_Tres_sous_dotee
27085;FLANCOURT CRESCY EN ROUMOIS;27310;1_Tres_sous_dotee
27085;FLANCOURT CRESCY EN ROUMOIS;27310;1_Tres_sous_dotee
27085;FLANCOURT CRESCY EN ROUMOIS;27310;1_Tres_sous_dotee
27089;THENOUVILLE;27290;1_Tres_sous_dotee
27089;THENOUVILLE;27520;1_Tres_sous_dotee
27089;THENOUVILLE;27520;1_Tres_sous_dotee
27090;BOSROUMOIS;27670;1_Tres_sous_dotee
27090;BOSROUMOIS;27670;1_Tres_sous_dotee
27091;BOSGOUET;27310;1_Tres_sous_dotee
27094;BOSQUENTIN;27480;1_Tres_sous_dotee
27095;BOSROBERT;27800;1_Tres_sous_dotee
27096;LES BOTTEREAUX;27250;1_Tres_sous_dotee
27096;LES BOTTEREAUX;27250;1_Tres_sous_dotee
27096;LES BOTTEREAUX;27250;1_Tres_sous_dotee
27097;BOUAFLES;27700;1_Tres_sous_dotee
27098;BOUCHEVILLIERS;27150;1_Tres_sous_dotee
27099;LE BOULAY MORIN;27930;3_intermediaire
27100;BOULLEVILLE;27210;1_Tres_sous_dotee
27100;BOULLEVILLE;27210;1_Tres_sous_dotee
27101;BOUQUELON;27500;1_Tres_sous_dotee
27102;BOUQUETOT;27310;1_Tres_sous_dotee
27103;BOURG ACHARD;27310;1_Tres_sous_dotee
27104;BOURG BEAUDOUIN;27380;1_Tres_sous_dotee
27105;GRAND BOURGTHEROULDE;27520;1_Tres_sous_dotee
27105;GRAND BOURGTHEROULDE;27520;1_Tres_sous_dotee
27105;GRAND BOURGTHEROULDE;27520;1_Tres_sous_dotee
27105;GRAND BOURGTHEROULDE;27520;1_Tres_sous_dotee
27105;GRAND BOURGTHEROULDE;27520;1_Tres_sous_dotee
27106;BOURNAINVILLE FAVEROLLES;27230;1_Tres_sous_dotee
27106;BOURNAINVILLE FAVEROLLES;27230;1_Tres_sous_dotee
27106;BOURNAINVILLE FAVEROLLES;27230;1_Tres_sous_dotee
27107;BOURNEVILLE STE CROIX;27500;1_Tres_sous_dotee
27107;BOURNEVILLE STE CROIX;27500;1_Tres_sous_dotee
27108;BOURTH;27580;1_Tres_sous_dotee
27109;BRAY;27170;1_Tres_sous_dotee
27110;BRESTOT;27350;1_Tres_sous_dotee
27111;BRETAGNOLLES;27220;1_Tres_sous_dotee
27112;BRETEUIL;27160;1_Tres_sous_dotee
27112;BRETEUIL;27160;1_Tres_sous_dotee
27112;BRETEUIL;27160;1_Tres_sous_dotee
27113;BRETIGNY;27800;1_Tres_sous_dotee
27114;BREUILPONT;27640;1_Tres_sous_dotee
27115;BREUX SUR AVRE;27570;2_Sous_dotee
27116;BRIONNE;27800;1_Tres_sous_dotee
27117;BROGLIE;27270;1_Tres_sous_dotee
27118;BROSVILLE;27930;3_intermediaire
27119;BUEIL;27730;1_Tres_sous_dotee
27120;BUREY;27190;1_Tres_sous_dotee
27123;CAILLOUET ORGEVILLE;27120;1_Tres_sous_dotee
27124;CAILLY SUR EURE;27490;3_intermediaire
27125;CALLEVILLE;27800;1_Tres_sous_dotee
27126;CAMPIGNY;27500;1_Tres_sous_dotee
27127;CANAPPEVILLE;27400;1_Tres_sous_dotee
27129;CAORCHES ST NICOLAS;27300;1_Tres_sous_dotee
27129;CAORCHES ST NICOLAS;27300;1_Tres_sous_dotee
27130;CAPELLE LES GRANDS;27270;1_Tres_sous_dotee
27132;CAUGE;27180;1_Tres_sous_dotee
27133;CAUMONT;27310;1_Tres_sous_dotee
27134;CAUVERVILLE EN ROUMOIS;27350;1_Tres_sous_dotee
27135;CESSEVILLE;27110;1_Tres_sous_dotee
27136;CHAIGNES;27120;1_Tres_sous_dotee
27137;CHAISE DIEU DU THEIL;27580;1_Tres_sous_dotee
27138;CHAMBLAC;27270;1_Tres_sous_dotee
27138;CHAMBLAC;27270;1_Tres_sous_dotee
27139;CHAMBORD;27250;1_Tres_sous_dotee
27140;CHAMBRAY;27120;1_Tres_sous_dotee
27141;CHAMP DOLENT;27190;1_Tres_sous_dotee
27142;CHAMPENARD;27600;1_Tres_sous_dotee
27144;CHAMPIGNY LA FUTELAYE;27220;1_Tres_sous_dotee
27146;LA CHAPELLE BAYVEL;27260;1_Tres_sous_dotee
27147;LA CHAPELLE DU BOIS DES FAULX;27930;3_intermediaire
27148;LA CHAPELLE GAUTHIER;27270;1_Tres_sous_dotee
27149;LA CHAPELLE HARENG;27230;1_Tres_sous_dotee
27151;CHARLEVAL;27380;1_Tres_sous_dotee
27152;CHATEAU SUR EPTE;27420;1_Tres_sous_dotee
27153;CHAUVINCOURT PROVEMONT;27150;1_Tres_sous_dotee
27153;CHAUVINCOURT PROVEMONT;27150;1_Tres_sous_dotee
27154;CHAVIGNY BAILLEUL;27220;1_Tres_sous_dotee
27155;CHENNEBRUN;27820;1_Tres_sous_dotee
27156;CHERONVILLIERS;27250;1_Tres_sous_dotee
27157;MARBOIS;27160;1_Tres_sous_dotee
27157;MARBOIS;27160;1_Tres_sous_dotee
27157;MARBOIS;27240;1_Tres_sous_dotee
27157;MARBOIS;27240;1_Tres_sous_dotee
27158;CIERREY;27930;1_Tres_sous_dotee
27161;CLAVILLE;27180;3_intermediaire
27162;COLLANDRES QUINCARNON;27190;1_Tres_sous_dotee
27163;COLLETOT;27500;1_Tres_sous_dotee
27164;COMBON;27170;1_Tres_sous_dotee
27165;CONCHES EN OUCHE;27190;1_Tres_sous_dotee
27167;CONDE SUR RISLE;27290;1_Tres_sous_dotee
27168;CONNELLES;27430;1_Tres_sous_dotee
27169;CONTEVILLE;27210;1_Tres_sous_dotee
27170;CORMEILLES;27260;1_Tres_sous_dotee
27171;LE CORMIER;27120;1_Tres_sous_dotee
27173;CORNEVILLE LA FOUQUETIERE;27300;1_Tres_sous_dotee
27174;CORNEVILLE SUR RISLE;27500;1_Tres_sous_dotee
27176;COUDRAY;27150;1_Tres_sous_dotee
27177;COUDRES;27220;1_Tres_sous_dotee
27179;COURBEPINE;27300;1_Tres_sous_dotee
27180;COURCELLES SUR SEINE;27940;1_Tres_sous_dotee
27181;COURDEMANCHE;27320;2_Sous_dotee
27182;COURTEILLES;27130;1_Tres_sous_dotee
27183;LA COUTURE BOUSSEY;27750;1_Tres_sous_dotee
27184;CRASVILLE;27400;1_Tres_sous_dotee
27185;CRESTOT;27110;1_Tres_sous_dotee
27187;CRIQUEBEUF LA CAMPAGNE;27110;1_Tres_sous_dotee
27188;CRIQUEBEUF SUR SEINE;27340;3_intermediaire
27189;LA CROISILLE;27190;1_Tres_sous_dotee
27190;CROISY SUR EURE;27120;1_Tres_sous_dotee
27191;CLEF VALLEE D EURE;27490;1_Tres_sous_dotee
27191;CLEF VALLEE D EURE;27490;1_Tres_sous_dotee
27191;CLEF VALLEE D EURE;27490;1_Tres_sous_dotee
27192;CROSVILLE LA VIEILLE;27110;1_Tres_sous_dotee
27193;CROTH;27530;1_Tres_sous_dotee
27194;CUVERVILLE;27700;1_Tres_sous_dotee
27196;LES DAMPS;27340;3_intermediaire
27198;MESNILS SUR ITON;27160;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27198;MESNILS SUR ITON;27240;1_Tres_sous_dotee
27199;DANGU;27720;1_Tres_sous_dotee
27200;DARDEZ;27930;3_intermediaire
27201;DAUBEUF LA CAMPAGNE;27110;1_Tres_sous_dotee
27202;DAUBEUF PRES VATTEVILLE;27430;1_Tres_sous_dotee
27203;DOUAINS;27120;1_Tres_sous_dotee
27204;DOUDEAUVILLE EN VEXIN;27150;1_Tres_sous_dotee
27205;DOUVILLE SUR ANDELLE;27380;1_Tres_sous_dotee
27206;DROISY;27320;2_Sous_dotee
27206;DROISY;27320;2_Sous_dotee
27207;DRUCOURT;27230;1_Tres_sous_dotee
27208;DURANVILLE;27230;1_Tres_sous_dotee
27209;ECAQUELON;27290;1_Tres_sous_dotee
27210;ECARDENVILLE LA CAMPAGNE;27170;1_Tres_sous_dotee
27212;ECAUVILLE;27110;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27420;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27420;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27510;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27510;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27510;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27510;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27510;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27630;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27630;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27630;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27630;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27630;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27630;1_Tres_sous_dotee
27213;VEXIN SUR EPTE;27630;1_Tres_sous_dotee
27214;ECOUIS;27440;1_Tres_sous_dotee
27215;ECQUETOT;27110;1_Tres_sous_dotee
27216;EMALLEVILLE;27930;3_intermediaire
27217;EMANVILLE;27190;1_Tres_sous_dotee
27218;EPAIGNES;27260;1_Tres_sous_dotee
27219;EPEGARD;27110;1_Tres_sous_dotee
27220;EPIEDS;27730;1_Tres_sous_dotee
27222;EPREVILLE EN LIEUVIN;27560;1_Tres_sous_dotee
27224;EPREVILLE PRES LE NEUBOURG;27110;1_Tres_sous_dotee
27226;ETREPAGNY;27150;1_Tres_sous_dotee
27227;ETREVILLE;27350;1_Tres_sous_dotee
27228;ETURQUERAYE;27350;1_Tres_sous_dotee
27229;EVREUX;27000;3_intermediaire
27229;EVREUX;27000;3_intermediaire
27230;EZY SUR EURE;27530;1_Tres_sous_dotee
27231;FAINS;27120;1_Tres_sous_dotee
27232;FARCEAUX;27150;1_Tres_sous_dotee
27233;FATOUVILLE GRESTAIN;27210;1_Tres_sous_dotee
27234;FAUVILLE;27930;3_intermediaire
27235;FAVEROLLES LA CAMPAGNE;27190;1_Tres_sous_dotee
27237;LE FAVRIL;27230;1_Tres_sous_dotee
27238;FERRIERES HAUT CLOCHER;27190;1_Tres_sous_dotee
27239;FERRIERES ST HILAIRE;27270;1_Tres_sous_dotee
27240;LA FERRIERE SUR RISLE;27760;1_Tres_sous_dotee
27241;FEUGUEROLLES;27110;1_Tres_sous_dotee
27242;LE FIDELAIRE;27190;1_Tres_sous_dotee
27243;FIQUEFLEUR EQUAINVILLE;27210;1_Tres_sous_dotee
27245;FLEURY LA FORET;27480;1_Tres_sous_dotee
27246;FLEURY SUR ANDELLE;27380;1_Tres_sous_dotee
27247;FLIPOU;27380;1_Tres_sous_dotee
27248;FOLLEVILLE;27230;1_Tres_sous_dotee
27249;FONTAINE BELLENGER;27600;1_Tres_sous_dotee
27251;FONTAINE L ABBE;27470;1_Tres_sous_dotee
27252;FONTAINE LA LOUVET;27230;1_Tres_sous_dotee
27254;FONTAINE SOUS JOUY;27120;1_Tres_sous_dotee
27256;LA FORET DU PARC;27220;1_Tres_sous_dotee
27258;FORT MOVILLE;27210;1_Tres_sous_dotee
27259;FOUCRAINVILLE;27220;1_Tres_sous_dotee
27260;FOULBEC;27210;1_Tres_sous_dotee
27261;FOUQUEVILLE;27370;1_Tres_sous_dotee
27263;LE PERREY;27500;1_Tres_sous_dotee
27263;LE PERREY;27680;1_Tres_sous_dotee
27263;LE PERREY;27680;1_Tres_sous_dotee
27266;FRANQUEVILLE;27800;1_Tres_sous_dotee
27267;FRENEUSE SUR RISLE;27290;1_Tres_sous_dotee
27269;FRESNE CAUVERVILLE;27260;1_Tres_sous_dotee
27271;FRESNEY;27220;1_Tres_sous_dotee
27273;GADENCOURT;27120;1_Tres_sous_dotee
27275;GAILLON;27600;1_Tres_sous_dotee
27276;GAMACHES EN VEXIN;27150;1_Tres_sous_dotee
27277;LA BARONNIE;27220;1_Tres_sous_dotee
27277;LA BARONNIE;27220;1_Tres_sous_dotee
27278;GARENNES SUR EURE;27780;1_Tres_sous_dotee
27279;GASNY;27620;1_Tres_sous_dotee
27280;GAUCIEL;27930;3_intermediaire
27281;GAUDREVILLE LA RIVIERE;27190;1_Tres_sous_dotee
27282;GAUVILLE LA CAMPAGNE;27930;3_intermediaire
27284;GISORS;27140;1_Tres_sous_dotee
27285;GIVERNY;27620;1_Tres_sous_dotee
27286;GIVERVILLE;27560;1_Tres_sous_dotee
27287;GLISOLLES;27190;1_Tres_sous_dotee
27288;GLOS SUR RISLE;27290;1_Tres_sous_dotee
27289;LA GOULAFRIERE;27390;1_Tres_sous_dotee
27290;GOUPIL OTHON;27170;1_Tres_sous_dotee
27290;GOUPIL OTHON;27170;1_Tres_sous_dotee
27291;GOURNAY LE GUERIN;27580;1_Tres_sous_dotee
27294;VAL D ORGER;27380;1_Tres_sous_dotee
27294;VAL D ORGER;27440;1_Tres_sous_dotee
27295;GRAND CAMP;27270;1_Tres_sous_dotee
27298;GRAVERON SEMERVILLE;27110;1_Tres_sous_dotee
27299;GRAVIGNY;27930;3_intermediaire
27300;GROSLEY SUR RISLE;27170;1_Tres_sous_dotee
27301;GROSSOEUVRE;27220;3_intermediaire
27302;LE BOSC DU THEIL;27370;1_Tres_sous_dotee
27302;LE BOSC DU THEIL;27370;1_Tres_sous_dotee
27304;GUERNY;27720;1_Tres_sous_dotee
27306;GUICHAINVILLE;27930;3_intermediaire
27307;GUISENIERS;27700;1_Tres_sous_dotee
27309;L HABIT;27220;1_Tres_sous_dotee
27310;HACQUEVILLE;27150;1_Tres_sous_dotee
27311;HARCOURT;27800;1_Tres_sous_dotee
27312;HARDENCOURT COCHEREL;27120;1_Tres_sous_dotee
27313;LA HARENGERE;27370;1_Tres_sous_dotee
27315;HARQUENCY;27700;1_Tres_sous_dotee
27316;HAUVILLE;27350;1_Tres_sous_dotee
27317;LA HAYE AUBREE;27350;1_Tres_sous_dotee
27318;LA HAYE DE CALLEVILLE;27800;1_Tres_sous_dotee
27319;LA HAYE DE ROUTOT;27350;1_Tres_sous_dotee
27320;LA HAYE DU THEIL;27370;1_Tres_sous_dotee
27321;LA HAYE LE COMTE;27400;1_Tres_sous_dotee
27322;LA HAYE MALHERBE;27400;1_Tres_sous_dotee
27323;LA HAYE ST SYLVESTRE;27330;1_Tres_sous_dotee
27324;HEBECOURT;27150;1_Tres_sous_dotee
27325;HECMANVILLE;27800;1_Tres_sous_dotee
27326;HECOURT;27120;1_Tres_sous_dotee
27327;HECTOMARE;27110;1_Tres_sous_dotee
27329;HENNEZIS;27700;1_Tres_sous_dotee
27330;HERQUEVILLE;27430;1_Tres_sous_dotee
27331;HEUBECOURT HARICOURT;27630;1_Tres_sous_dotee
27331;HEUBECOURT HARICOURT;27630;1_Tres_sous_dotee
27331;HEUBECOURT HARICOURT;27630;1_Tres_sous_dotee
27332;HEUDEBOUVILLE;27400;1_Tres_sous_dotee
27332;HEUDEBOUVILLE;27600;1_Tres_sous_dotee
27333;HEUDICOURT;27860;1_Tres_sous_dotee
27334;HEUDREVILLE EN LIEUVIN;27230;1_Tres_sous_dotee
27335;HEUDREVILLE SUR EURE;27400;1_Tres_sous_dotee
27336;LA HEUNIERE;27950;1_Tres_sous_dotee
27337;HEUQUEVILLE;27700;1_Tres_sous_dotee
27338;LES HOGUES;27910;3_intermediaire
27339;HONDOUVILLE;27400;1_Tres_sous_dotee
27340;HONGUEMARE GUENOUVILLE;27310;1_Tres_sous_dotee
27341;L HOSMES;27570;1_Tres_sous_dotee
27342;HOUETTEVILLE;27400;3_intermediaire
27343;HOULBEC COCHEREL;27120;2_Sous_dotee
27345;LA HOUSSAYE;27410;1_Tres_sous_dotee
27346;HOUVILLE EN VEXIN;27440;1_Tres_sous_dotee
27347;HUEST;27930;3_intermediaire
27348;IGOVILLE;27460;3_intermediaire
27349;ILLEVILLE SUR MONTFORT;27290;1_Tres_sous_dotee
27350;ILLIERS L EVEQUE;27770;2_Sous_dotee
27351;INCARVILLE;27400;1_Tres_sous_dotee
27353;IRREVILLE;27930;3_intermediaire
27354;IVILLE;27110;1_Tres_sous_dotee
27355;IVRY LA BATAILLE;27540;1_Tres_sous_dotee
27358;JOUY SUR EURE;27120;1_Tres_sous_dotee
27359;JUIGNETTES;27250;1_Tres_sous_dotee
27360;JUMELLES;27220;1_Tres_sous_dotee
27361;LA LANDE ST LEGER;27210;1_Tres_sous_dotee
27361;LA LANDE ST LEGER;27210;1_Tres_sous_dotee
27363;LE LANDIN;27350;1_Tres_sous_dotee
27364;LAUNAY;27470;1_Tres_sous_dotee
27365;LERY;27690;1_Tres_sous_dotee
27366;LETTEGUIVES;27910;3_intermediaire
27367;LIEUREY;27560;1_Tres_sous_dotee
27368;LIGNEROLLES;27220;1_Tres_sous_dotee
27369;LILLY;27480;1_Tres_sous_dotee
27370;LISORS;27440;1_Tres_sous_dotee
27371;LIVET SUR AUTHOU;27800;1_Tres_sous_dotee
27372;LONGCHAMPS;27150;1_Tres_sous_dotee
27373;LORLEAU;27480;1_Tres_sous_dotee
27374;LOUVERSEY;27190;1_Tres_sous_dotee
27375;LOUVIERS;27400;1_Tres_sous_dotee
27376;LOUYE;27650;3_intermediaire
27377;LYONS LA FORET;27480;1_Tres_sous_dotee
27378;LA MADELEINE DE NONANCOURT;27320;2_Sous_dotee
27379;MAINNEVILLE;27150;1_Tres_sous_dotee
27380;MALLEVILLE SUR LE BEC;27800;1_Tres_sous_dotee
27381;MALOUY;27300;1_Tres_sous_dotee
27382;MANDEVILLE;27370;1_Tres_sous_dotee
27383;MANDRES;27130;1_Tres_sous_dotee
27384;MANNEVILLE LA RAOULT;27210;1_Tres_sous_dotee
27385;MANNEVILLE SUR RISLE;27500;1_Tres_sous_dotee
27386;LE MANOIR;27460;1_Tres_sous_dotee
27388;MARAIS VERNIER;27680;1_Tres_sous_dotee
